Plan_Tarihi;Hat_Kodu;Hat_Adi;Is_Emri_Sira;Urun_Kodu;Urun_Adi;Malzeme_Kodu;Izolasyon_Cinsi;Zorluk_Derecesi;Planlanan_Bobin;Planlanan_Metraj;Bobin_Metraj;Operator_Kodu;Tahmini_Sure_Saat;Bakim_Gunu;Kapasite_Kullanim
2.06.2025;XTR-2004;Kombine Extruder Hattı Theta;132;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;60;18300;305;OPR-2001;Mar.13;True;88.5
2.06.2025;XTR-2004;Kombine Extruder Hattı Theta;133;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;48;4800;100;OPR-2001;0.96;True;92.8
2.06.2025;XTR-2004;Kombine Extruder Hattı Theta;134;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;8;800;100;OPR-2001;0.47;True;93.5
2.06.2025;XTR-2004;Kombine Extruder Hattı Theta;135;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;28;7000;250;OPR-2001;Oca.37;True;99.7
2.06.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;136;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;20;1200;60;OPR-2005;�ub.87;True;5.Oca
2.06.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;137;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;17;1020;60;OPR-2005;�ub.55;True;9.May
2.06.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;138;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;33;3300;100;OPR-2005;Nis.39;True;23.Haz
2.06.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;139;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;32;1920;60;OPR-2005;Nis.13;True;31.A�u
2.06.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;140;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;22;1320;60;OPR-2005;3.A�u;True;37.4
2.06.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;141;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;20;1600;80;OPR-2005;2.Eyl;True;44.3
2.06.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;142;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;33;1980;60;OPR-2005;Nis.23;True;52.7
2.06.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;143;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;11;1100;100;OPR-2005;Oca.86;True;57.4
2.06.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;144;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;46;2760;60;OPR-2005;5.Haz;True;69.2
2.06.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;145;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;58;5800;100;OPR-2005;Tem.27;True;94.0
2.06.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;146;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;7;420;60;OPR-2005;1.May;True;95.8
2.06.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;147;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;7;420;60;OPR-2005;1.May;True;97.6
2.06.2025;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;148;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;6;480;80;OPR-2005;Oca.35;True;99.7
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;1;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;60;6000;100;OPR-1002;Oca.16;False;4.�ub
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;2;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;8;2000;250;OPR-1002;0.63;False;5.Haz
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;3;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;29;2900;100;OPR-1002;0.75;False;7.Haz
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;4;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;29;2900;100;OPR-1002;0.66;False;9.Haz
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;5;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;55;16500;300;OPR-1002;�ub.44;False;21.0
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;6;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;23;5750;250;OPR-1002;Oca.13;False;25.0
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;7;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;49;12250;250;OPR-1002;2.0;False;33.5
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;8;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;55;8250;150;OPR-1002;Oca.57;False;39.3
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;9;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;47;14335;305;OPR-1002;2.Nis;False;49.2
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;10;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;36;5400;150;OPR-1002;Oca.18;False;53.0
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;11;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;17;1700;100;OPR-1002;0.59;False;54.2
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;12;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;18;5400;300;OPR-1002;0.99;False;57.9
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;13;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;42;4200;100;OPR-1002;0.83;False;60.8
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;14;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;39;5850;150;OPR-1002;Oca.24;False;64.9
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;15;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;52;5200;100;OPR-1002;0.96;False;68.5
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;16;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;8;2400;300;OPR-1002;0.59;False;70.2
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;17;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;42;4200;100;OPR-1002;0.83;False;73.1
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;18;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;37;9250;250;OPR-1002;1.Haz;False;79.5
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;19;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;15;4575;305;OPR-1002;1.Haz;False;82.7
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;20;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;37;3700;100;OPR-1002;0.77;False;85.2
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;21;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;59;5900;100;OPR-1002;1.May;False;89.3
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;22;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;9;900;100;OPR-1002;0.48;False;90.0
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;23;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;9;2745;305;OPR-1002;0.81;False;91.9
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;24;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Kauçuk;3;60;9000;150;OPR-1002;Oca.67;False;98.1
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;25;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;17;1700;100;OPR-1002;0.59;False;99.3
3.06.2025;XTR-1001;Mikro Extruder Hattı Alfa;26;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;9;900;100;OPR-1002;0.4;False;99.9
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;27;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;43;4300;100;OPR-1002;Oca.68;False;4.May
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;28;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;44;8800;200;OPR-1002;2.Mar;False;13.Haz
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;29;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;31;6200;200;OPR-1002;Oca.75;False;20.Oca
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;30;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;41;4100;100;OPR-1002;Oca.64;False;24.Nis
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;31;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;25;2500;100;OPR-1002;Oca.26;False;27.0
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;32;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;18;3600;200;OPR-1002;1.Oca;False;30.Tem
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;33;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;20;4000;200;OPR-1002;Oca.18;False;34.9
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;34;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;30;6000;200;OPR-1002;Oca.59;False;41.1
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;35;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;47;7050;150;OPR-1002;2.Haz;False;48.5
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;36;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;34;6800;200;OPR-1002;Oca.75;False;55.6
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;37;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;53;10600;200;OPR-1002;�ub.53;False;66.6
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;38;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;5;1000;200;OPR-1002;0.65;False;67.7
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;39;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Halogen-Free;4;44;6600;150;OPR-1002;Oca.96;False;74.5
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;40;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;11;1100;100;OPR-1002;0.94;False;75.7
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;41;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;39;7800;200;OPR-1002;2.Eyl;False;83.8
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;42;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;37;5550;150;OPR-1002;Oca.73;False;89.6
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;43;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;13;2600;200;OPR-1002;0.89;False;92.3
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;44;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;9;1800;200;OPR-1002;0.73;False;94.2
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;45;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;28;4200;150;OPR-1002;Oca.44;False;98.5
3.06.2025;XTR-1002;Standart Extruder Hattı Beta;46;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;5;1000;200;OPR-1002;0.56;False;99.6
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;47;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;50;3000;60;OPR-1005;3.�ub;False;6.Eyl
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;48;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;44;3520;80;OPR-1005;Mar.23;False;15.Oca
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;49;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;38;2280;60;OPR-1005;�ub.61;False;20.Nis
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;50;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;47;4700;100;OPR-1005;Mar.67;False;31.2
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;51;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;24;1440;60;OPR-1005;Oca.93;False;34.6
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;52;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;11;660;60;OPR-1005;1.Mar;False;36.1
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;53;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;21;2100;100;OPR-1005;Oca.97;False;41.0
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;54;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;11;1100;100;OPR-1005;Oca.32;False;43.5
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;55;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;40;2400;60;OPR-1005;�ub.71;False;49.1
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;56;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;22;2200;100;OPR-1005;2.Nis;False;54.2
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;57;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;43;3440;80;OPR-1005;Mar.17;False;62.1
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;58;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;50;5000;100;OPR-1005;Mar.87;False;73.7
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;59;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;18;1440;80;OPR-1005;Oca.72;False;77.0
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;60;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;45;2700;60;OPR-1005;�ub.96;False;83.3
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;61;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;37;2960;80;OPR-1005;�ub.82;False;90.1
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;62;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;21;1680;80;OPR-1005;1.Eyl;False;94.0
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;63;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;7;700;100;OPR-1005;1.Haz;False;95.6
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;64;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;18;1080;60;OPR-1005;Oca.64;False;98.1
3.06.2025;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;65;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;5;400;80;OPR-1005;0.97;False;99.1
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;66;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;54;16200;300;OPR-1001;2.Ara;False;10.Nis
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;67;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;45;4500;100;OPR-1001;0.88;False;13.Mar
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;68;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;15;4500;300;OPR-1001;0.79;False;16.�ub
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;69;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;LSZH;5;33;6600;200;OPR-1001;1.Nis;False;20.Nis
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;70;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;50;15250;305;OPR-1001;�ub.23;False;30.2
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;71;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;40;10000;250;OPR-1001;Oca.51;False;36.6
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;72;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;12;1200;100;OPR-1001;0.42;False;37.3
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;73;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;49;4900;100;OPR-1001;0.84;False;40.5
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;74;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;39;3900;100;OPR-1001;0.81;False;43.0
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;75;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;58;5800;100;OPR-1001;0.94;False;46.7
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;76;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;42;12600;300;OPR-1001;Oca.71;False;54.8
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;77;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;14;4270;305;OPR-1001;0.94;False;57.5
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;78;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;13;3250;250;OPR-1001;0.73;False;59.6
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;79;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;24;2400;100;OPR-1001;0.55;False;61.1
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;80;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;PVC;1;55;16500;300;OPR-1001;�ub.15;False;71.7
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;81;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;27;2700;100;OPR-1001;0.59;False;73.4
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;82;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;48;4800;100;OPR-1001;0.91;False;76.5
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;83;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;47;4700;100;OPR-1001;0.9;False;79.5
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;84;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;PVC;1;27;2700;100;OPR-1001;0.59;False;81.3
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;85;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;PE;3;60;18300;305;OPR-1001;�ub.59;False;93.0
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;86;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;PVC;2;14;3500;250;OPR-1001;0.76;False;95.2
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;87;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;60;6000;100;OPR-1001;1.May;False;99.1
3.06.2025;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;88;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;PVC;2;7;700;100;OPR-1001;0.44;False;99.5
3.06.2025;XTR-2001;Özel Üretim Extruder Hattı Epsilon;89;KBL-701;Fiber Optik SM 12C Dış Tesisat;FO-SM-9;LSZH;8;52;52000;1000;OPR-2001;25.Haz;False;96.3
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;90;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;22;3300;150;OPR-2003;Oca.17;False;3.Oca
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;91;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;55;8250;150;OPR-2003;�ub.15;False;10.Tem
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;92;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;29;5800;200;OPR-2003;Oca.55;False;16.Oca
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;93;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;59;11800;200;OPR-2003;2.Tem;False;27.0
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;94;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Halogen-Free;4;19;2850;150;OPR-2003;1.A�u;False;29.Haz
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;95;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;57;8550;150;OPR-2003;�ub.21;False;37.5
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;96;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Halogen-Free;4;27;4050;150;OPR-2003;Oca.32;False;41.3
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;97;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;57;11400;200;OPR-2003;�ub.48;False;51.9
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;98;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;19;2850;150;OPR-2003;1.A�u;False;54.5
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;99;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;47;9400;200;OPR-2003;�ub.24;False;63.2
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;100;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;XLPE;4;30;4500;150;OPR-2003;Oca.41;False;67.4
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;101;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;22;4400;200;OPR-2003;Oca.18;False;71.4
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;102;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;54;10800;200;OPR-2003;�ub.51;False;81.4
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;103;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;27;5400;200;OPR-2003;Oca.37;False;86.4
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;104;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;30;3000;100;OPR-2003;Oca.31;False;89.2
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;105;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;26;2600;100;OPR-2003;Oca.23;False;91.6
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;106;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;12;2400;200;OPR-2003;0.9;False;93.8
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;107;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Halogen-Free;2;10;2000;200;OPR-2003;0.73;False;95.7
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;108;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;21;2100;100;OPR-2003;1.Ara;False;97.6
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;109;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;PVC;3;6;1200;200;OPR-2003;0.67;False;98.8
3.06.2025;XTR-2002;Standart Extruder Hattı Zeta;110;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Kauçuk;6;11;1100;100;OPR-2003;0.91;False;99.8
3.06.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;111;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;55;3300;60;OPR-2004;�ub.18;False;6.A�u
3.06.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;112;KBL-302;YVV 3x35 mm² Ağır Sanayi;AL-1350;XLPE;6;32;2560;80;OPR-2004;Oca.71;False;12.Oca
3.06.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;113;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;37;2220;60;OPR-2004;Oca.71;False;16.Haz
3.06.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;114;KBL-301;NYY 5x25 mm² Endüstriyel Enerji;CU-ETP;XLPE;5;29;2900;100;OPR-2004;1.Tem;False;22.Haz
3.06.2025;XTR-2003;Ağır Hizmet Extruder Hattı Eta;115;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;XLPE;7;17;1020;60;OPR-2004;1.�ub;False;24.Tem
